4.400000000000000355e+00 0.000000000000000000e+00
8.900000000000000355e+00 0.000000000000000000e+00
1.340000000000000036e+01 0.000000000000000000e+00
1.790000000000000213e+01 0.000000000000000000e+00
2.240000000000000213e+01 0.000000000000000000e+00
2.690000000000000213e+01 0.000000000000000000e+00
3.140000000000000213e+01 0.000000000000000000e+00
3.589999999999999858e+01 0.000000000000000000e+00
4.040000000000000568e+01 0.000000000000000000e+00
4.490000000000000568e+01 0.000000000000000000e+00
4.940000000000000568e+01 0.000000000000000000e+00
5.390000000000000568e+01 0.000000000000000000e+00
5.840000000000000568e+01 0.000000000000000000e+00
6.290000000000000568e+01 0.000000000000000000e+00
6.740000000000000568e+01 0.000000000000000000e+00
7.190000000000000568e+01 0.000000000000000000e+00
7.640000000000000568e+01 0.000000000000000000e+00
8.090000000000000568e+01 0.000000000000000000e+00
8.540000000000000568e+01 0.000000000000000000e+00
8.990000000000000568e+01 0.000000000000000000e+00
9.440000000000000568e+01 0.000000000000000000e+00
9.890000000000000568e+01 0.000000000000000000e+00
1.034000000000000057e+02 0.000000000000000000e+00
1.079000000000000057e+02 0.000000000000000000e+00
1.124000000000000057e+02 0.000000000000000000e+00
1.169000000000000057e+02 0.000000000000000000e+00
1.213999542671148646e+02 -9.799839934373721917e-03
1.258965776123875600e+02 -1.739995168538683856e-01
1.303812624028302878e+02 -5.403127346381495499e-01
1.348449286841398305e+02 -1.107997834188822139e+00
1.392785390573120878e+02 -1.875905447154863737e+00
1.436731169762869058e+02 -2.842480823010745894e+00
1.480197649223866279e+02 -4.005766976894946652e+00
1.523096824187513221e+02 -5.363408651835783303e+00
1.565341838482970616e+02 -6.912657087341727902e+00
1.606847160391229750e+02 -8.650375584702445053e+00
1.647528755817616002e+02 -1.057304585773164263e+01
1.687304258432116058e+02 -1.267677515609462091e+01
1.726093136433053701e+02 -1.495730414679738374e+01
1.763816855596468542e+02 -1.741001553788068179e+01
1.800399038281087201e+02 -2.002994342685848039e+01
1.835765618066947411e+02 -2.281178335497364174e+01
1.869844989714590042e+02 -2.574990304691444010e+01
1.902568154141203252e+02 -2.883835381424748334e+01
1.933868858120187042e+02 -3.207088259947927611e+01
1.963683728421299577e+02 -3.544094463636083958e+01
1.991952400119793651e+02 -3.894171670080310577e+01
2.018617638814762643e+02 -4.256611092557434972e+01
2.043625456509246305e+02 -4.630678915080923730e+01
2.066925220917477191e+02 -5.015617778127528936e+01
2.088469757977956931e+02 -5.410648312031528206e+01
2.108215447364813713e+02 -5.814970714941996022e+01
2.126122310804056212e+02 -6.227766372148260388e+01
2.142154093015917624e+02 -6.648199513494969892e+01
2.156278335119409917e+02 -7.075418905531088853e+01
2.168466440350465803e+02 -7.508559574966770356e+01
2.178693731960615878e+02 -7.946744559948700726e+01
2.186939503178970199e+02 -8.389086685608212690e+01
2.193187059136356822e+02 -8.834690360287237354e+01
2.197423750666724516e+02 -9.282653388805404404e+01
2.199640999917383795e+02 -9.732068799097001488e+01
2.200000000000000000e+02 -1.018203673205103428e+02
2.200000000000000000e+02 -1.063203673205103428e+02
2.200000000000000000e+02 -1.107203673205103200e+02
2.200000000000000000e+02 -1.149203673205103087e+02
2.200000000000000000e+02 -1.191203673205102973e+02
2.200000000000000000e+02 -1.231203673205102973e+02
2.200000000000000000e+02 -1.270203673205103314e+02
2.200000000000000000e+02 -1.307203673205103200e+02
2.200000000000000000e+02 -1.344203673205103087e+02
2.200000000000000000e+02 -1.379203673205103087e+02
2.200000000000000000e+02 -1.413203673205103428e+02
2.200000000000000000e+02 -1.446203673205103541e+02
2.200000000000000000e+02 -1.478203673205103428e+02
2.200000000000000000e+02 -1.508203673205103428e+02
2.200000000000000000e+02 -1.537203673205103200e+02
2.200000000000000000e+02 -1.565203673205103314e+02
2.200000000000000000e+02 -1.592203673205103200e+02
2.200000000000000000e+02 -1.618203673205103428e+02
2.200000000000000000e+02 -1.642203673205103200e+02
2.200000000000000000e+02 -1.665203673205103314e+02
2.200000000000000000e+02 -1.687203673205103200e+02
2.200224278268179319e+02 -1.708199584118248140e+02
2.202460045639471105e+02 -1.727054793795056469e+02
2.207059846274526365e+02 -1.745476504405439755e+02
2.213531873693229954e+02 -1.762261147614860590e+02
2.221966685093158844e+02 -1.778150305654972385e+02
2.232242964873750850e+02 -1.792915449082891257e+02
2.244212912095067054e+02 -1.806344214852496748e+02
2.257704366258550124e+02 -1.818243460674424341e+02
2.272523283444698450e+02 -1.828442042929133891e+02
2.288456527194039438e+02 -1.836793278179090407e+02
2.305274933990910995e+02 -1.843177052876788196e+02
2.322736609260045384e+02 -1.847501550925271943e+02
2.340590406470517451e+02 -1.849704574244108812e+02
2.358584224185869402e+02 -1.850000000000000000e+02
2.376584224185869516e+02 -1.850000000000000000e+02
2.394584224185869630e+02 -1.850000000000000000e+02
