1.629303032042128763e+01 1.302372909533920442e+01 3.568964377031693225e+00 2.672271456096336095e+00 2.591659115075575670e+00 2.604212147259829635e+00 2.612795688938041927e+00 2.614712847095607806e+00 2.615660152551994688e+00 2.615834314736008359e+00
1.129312465459937087e+01 6.510266529995419660e+00 4.312637685125869424e+00 5.040617518524006080e+00 4.498268047125510094e+00 4.957292707163055923e+00 4.169819385588953153e+00 5.871216047671620863e+00 5.147442127837114967e+00 4.506413983505926701e+00
8.259094863064026626e+00 7.590394508959542819e+00 8.617543531484129105e+00 3.325614049632409142e+00 2.044958599164627522e+00 2.280763093483086923e+00 2.356631084741117821e+00 2.303538060709965141e+00 2.318630736745922238e+00 2.285356982108733614e+00
8.665917013739969477e+00 4.671226964113392555e+00 3.964429169277529752e+00 3.207825903758812824e+00 3.207087999129337952e+00 3.199100919521813857e+00 3.200161552195339265e+00 3.199862335828576043e+00 3.199945249936006153e+00 3.199931780231876299e+00
8.496892103675993013e+00 7.083539374346248252e+00 5.666984822796853116e+00 3.062703116682159887e+00 3.329179033611901151e+00 2.989101813056670665e+00 3.212558147464916303e+00 3.007489312746462584e+00 3.183009901512790840e+00 3.010586457496905677e+00
1.260150679675345131e+01 1.186183989554768559e+01 5.883176321776724116e+00 4.697698637174552161e+00 5.007746490788642646e+00 4.917213751273169287e+00 4.976694137527642781e+00 4.957388678839475205e+00 4.953929822191313725e+00 4.945769185357286268e+00
8.174418885318228689e+00 9.031145132527827357e+00 8.577904168228098314e+00 9.895039680601795951e+00 1.069427489840326473e+01 9.368994886696265567e+00 8.448017527290963002e+00 7.973670464768594535e+00 6.240294883085680588e+00 3.433829903391142579e+00
9.107657080556165852e+00 2.585973629552205111e+00 3.776618245521139006e+00 3.568236825266132506e+00 3.620934261938754339e+00 3.624405080601539542e+00 3.622944218098830493e+00 3.623450528797898862e+00 3.623291652887211445e+00 3.623361363888790709e+00
1.170247446002457536e+01 3.156840749589575168e+00 2.545563133764755293e+00 1.994839987309656060e+00 2.599455948735399868e+00 2.518152775727583670e+00 1.643582333410517293e+00 2.184346214386170715e+00 2.224990633301769716e+00 2.114885075081264443e+00
1.886932775602182133e+01 2.593848360751533733e+01 1.437558835555728720e+01 4.197639863959320650e+01 3.419350464238625165e+01 3.145944481279705585e+01 2.995764000145871364e+01 2.942253722975348751e+01 3.020587303409319091e+01 3.094814691304642906e+01
5.369376724042741245e+00 3.664327187979964151e+00 5.029614313860749419e+00 4.941535244579443820e+00 4.771621391324931238e+00 4.824752337701552207e+00 4.833167971003580199e+00 4.832599391375421938e+00 4.832799904674971891e+00 4.832560610297592874e+00
1.224693920105264944e+01 1.605296256415667955e+01 2.482466123459172280e+01 2.440354598977619816e+01 2.641257968331645856e+01 2.658753468598708025e+01 2.627732586906686763e+01 2.630905952338461162e+01 2.648023001863713333e+01 2.676911800063350810e+01
2.402353825920966557e+01 2.578882109252265664e+01 3.642062085756269596e+01 4.576794083889769382e+01 4.264284523872888855e+01 4.059229649362151093e+01 3.378591431846305682e+01 3.180949539080271293e+01 3.106506639889481391e+01 3.080695449018428178e+01
1.170102429017427070e+01 9.520684644077745062e+00 1.845228536945464271e+01 2.344168644234104804e+01 2.132457901866149896e+01 1.993343155217926110e+01 1.923600447344429298e+01 1.867417319530476050e+01 1.839820928695826296e+01 1.820802296874876802e+01
5.272570726301423427e+00 1.176838767249756756e+01 8.968554728276172838e+00 2.369634264961981884e+01 2.144291297758274339e+01 2.223311133129351091e+01 2.237571758163909053e+01 2.234636937946994806e+01 2.220044581260074779e+01 2.233253150194011738e+01
3.650023674291596620e+01 1.800116094407268363e+01 2.291233613400010327e+01 1.326223917209409642e+01 5.197012003669446045e+00 1.734288692688561184e+01 5.077235623503396411e+00 1.467662545823170106e+01 2.839657485889415245e+00 1.041972536879791456e+01
3.302894695630843103e+01 9.023741796944658233e+01 9.370063549335944231e+01 6.928527970686297976e+01 6.920200142086724782e+01 6.771396278756043330e+01 6.577382295593348260e+01 6.549824774729553667e+01 6.466298642707612032e+01 6.449098502442687675e+01
6.199767163801441328e+00 7.239060598347001552e+00 4.695179303793715064e+00 2.605997430767668099e+00 2.242338784483999703e+00 1.859172525620910621e+00 2.022248664685867059e+00 1.678480571911467711e+00 2.026108571338048669e+00 1.454941866925986593e+00
5.369149139461003273e+01 6.428827524761319978e+01 8.758641514798451055e+01 1.096689100970680499e+02 1.191284548039451607e+02 1.171273108173526367e+02 1.161981284326385691e+02 1.155914548326198314e+02 1.151990627794508839e+02 1.026475136577340521e+02
7.896670840848207362e+00 5.551873076557775732e+00 1.496951541455387558e+00 2.046170136080337709e+00 2.484754069617121974e+00 2.261251077532137277e+00 2.603578174833256487e+00 1.419504221007089617e+00 2.605642123045357916e+00 2.146333602827561471e+00
1.261416463458507486e+01 5.175227184034806527e+00 2.961097141006381772e+00 2.997731125991685008e+00 2.893290162410911748e+00 2.732040664763214277e+00 3.045361761358673203e+00 2.753102405042110679e+00 3.348967243322340082e+00 2.788987459703755167e+00
1.063589109819387879e+01 2.176470795908260758e+00 1.189264545314288712e+00 1.314238189105556565e+00 1.349698244314502915e+00 1.349365571697334065e+00 1.349585829697363071e+00 1.349562069102883122e+00 1.349572911555812160e+00 1.349570789767677415e+00
7.827939470542564671e+00 6.000522872618716086e+00 2.924347978459120867e+00 2.364438322502038226e+00 3.763494810384879319e+00 3.439149795053313863e+00 2.380544566636468407e+00 3.474353417602404903e+00 3.291263586154252074e+00 2.327891755862493639e+00
5.419244077576644614e+00 3.584023520636039795e+00 6.345671434903596086e+00 2.311586201776101746e+00 2.191248016712520119e+00 2.310897516212894409e+00 2.351348865215878714e+00 2.373338891981003673e+00 2.382268149302614102e+00 2.384029961688856947e+00
6.432523260362633444e+00 5.538770630392542138e+00 1.584349585178389530e+00 1.226183500826092621e+00 1.230044551215709658e+00 1.240422743638723180e+00 1.236451305217788788e+00 1.239734626786857419e+00 1.234913317346825412e+00 1.242162545948608088e+00
8.956675016060220429e+00 6.131568580836516347e+00 2.035615043548632208e+00 1.796164205272227532e+00 1.838067346041109440e+00 1.847305755359963664e+00 1.847690548783924802e+00 1.848352882818384391e+00 1.848528496263114551e+00 1.848600303372528453e+00
1.097520920320178917e+01 4.766199016371612807e+00 4.142309340528497863e+00 4.196566333466343224e+00 4.425798890793091189e+00 4.502113521090189252e+00 4.500002134237780282e+00 4.510648291748223571e+00 4.506501892993983738e+00 4.509663808613355584e+00
1.529165116559433812e+01 6.220113128460999619e+00 2.037418667008498385e+00 1.835225666926759036e+00 1.796925179686563290e+00 1.790305322226208862e+00 1.792757489047399178e+00 1.793660223155467470e+00 1.793544452282684443e+00 1.793542256991366823e+00
8.121516909834008757e+00 5.788647605747811120e+00 2.011445564617948101e+00 1.469742345709893927e+00 1.260538813781339806e+00 1.508301921160306813e+00 1.282108846113153566e+00 1.460122000573068402e+00 1.307634717702091720e+00 1.428314296717609899e+00
1.021694072705992618e+01 5.365958458848513857e+00 5.138235538683050052e+00 4.509384193976994304e+00 4.476650098407526812e+00 4.579225985378061914e+00 4.528107268324747636e+00 4.567810374532940365e+00 4.535427374532326361e+00 4.562079921172593977e+00
8.835935804768297430e+00 4.644520320944351077e+00 9.658516993203349887e-01 8.163463989311277036e-01 7.449598301991066096e-01 8.229279826395256014e-01 7.573420178039959039e-01 8.212623113604773373e-01 7.641300750683772680e-01 8.199845161808504423e-01
1.582328892108261975e+01 1.655065321319232297e+01 2.629509272273762299e+00 2.238519415565431991e+00 1.597704968518870006e+00 1.648582669802318934e+00 1.566326968274227571e+00 1.615987956189253172e+00 1.585587739919539274e+00 1.605072041072836297e+00
8.298879233727063820e+00 3.189773851416442429e+00 2.111691837111723036e+00 2.412145891036077128e+00 2.492830110972420687e+00 2.501535031617022398e+00 2.507394730715070352e+00 2.509575082979027094e+00 2.509597874102908133e+00 2.509622582314854355e+00
9.830432733162242087e+00 5.456028797109023998e+00 3.268017458942365394e+00 2.608393003792186082e+00 2.857306408311402368e+00 2.825510517326720983e+00 2.822845363731388613e+00 2.821585049576304183e+00 2.821451732275744195e+00 2.821381919246324088e+00
7.403617300024960102e+00 8.018595312910946404e+00 5.281370646232032229e+00 5.085908933506220642e+00 4.700347960873372699e+00 4.765093129815860529e+00 4.703835960900753399e+00 4.745465242956388607e+00 4.717173496050148351e+00 4.735521905960450084e+00
1.878048016529488251e+01 5.196203868201197196e+01 3.410220870801867221e+01 4.777424644416567645e+01 3.163958434325290625e+01 3.417310899284786530e+01 3.675153111424185681e+01 3.427357026973596277e+01 4.710570823136582419e+01 3.916873673246293919e+01
