x y
0.19734615837190314 0.24055927910743843
0.20680088273905753 0.24338848614191091
0.21625501231003097 0.24617911849853075
0.22570674485236028 0.24892770459283572
0.23515405337148865 0.2516309138476469
0.24459781483307994 0.2542859673902406
0.2540375471142573 0.2568891708145023
0.2634714972476385 0.2594359457334139
0.2728985329216534 0.2619212692684767
0.28232033706087567 0.26434249468453247
0.2917385321442805 0.2666989959366509
0.30115668778307536 0.26898653485836377
0.31057989177002243 0.2712013968207016
0.32000240032484306 0.2733404225602877
0.32940819330678117 0.2753938371498057
0.33877956126391995 0.27734705255549563
0.34810806311660847 0.27918177182856074
0.3573970951727792 0.2808900867558749
0.36663694930892254 0.2824753723750244
0.375813972429791 0.2839361891384239
0.3849332495376516 0.28526053331133805
0.3939975373762441 0.28644056771608184
0.40299987871795934 0.2874694920282511
0.4119337817153298 0.28832474759507337
0.4207922733628544 0.28897780798683004
0.42956791559797675 0.28942255687416174
0.4382474170972407 0.2896561578829237
0.446807351798894 0.28966300793274796
0.4552500646046567 0.28943256298598197
0.46359048320541785 0.2889615373445791
0.4718438863967649 0.28822927719757513
0.4800256715717598 0.28721176894072337
0.48816207493399144 0.2859002630982566
0.4963075380797676 0.28430968406819396
0.5044770010166852 0.28246483765315056
0.5126510400867121 0.28036195535488906
0.5208120050516397 0.27800234281188274
0.5289402524105591 0.27537169944705037
0.5369962324716847 0.27248032467294764
0.5449365416113934 0.26935806476391727
0.5527547622763421 0.265983311035695
0.5604644767049153 0.26232286232627355
0.5680982171710316 0.2583653863981131
0.5756555039639388 0.2541085427563681
0.5831094801264822 0.24955763228798483
0.5904463765917919 0.2447287020033338
0.5976484083992912 0.23961356010988455
0.6046917055347225 0.23422904662448588
0.6115990121113535 0.22858255446417908
0.6183894135103436 0.22265765143873026
0.6250477096785433 0.21647278501915107
0.6315868552774433 0.21003289015720555
0.6380354592777956 0.20332739739051744
0.6444195727489703 0.19634537130710122
0.6507088065610995 0.18909333818926397
0.6569098972171616 0.181577288932929
0.6630550408908815 0.17379120526118064
0.6691175816163626 0.16574636174917942
0.675045562786396 0.15745870106334164
0.6808105531493034 0.14893356654801213
0.6864414616590734 0.14016686281075982
0.6919092096758999 0.13115458242125952
0.697181883359545 0.12189684570310388
0.7022197752832242 0.11241246962324737
