x y
0.1293029057665815 0.14374656550386475
0.13815960113822467 0.14418152847465093
0.1470351724651762 0.14457273668757817
0.1559303960928019 0.14491577033295122
0.1648458767439001 0.1452061578543358
0.17378206006703784 0.14543938116150612
0.1827392307101651 0.145610872311385
0.19171749229302143 0.14571602701740086
0.20071676922310305 0.14575021978596597
0.20973680574908643 0.14570878976809232
0.2187772020482841 0.14558704746545845
0.22783740814550796 0.14538029234302932
0.23691665988863472 0.14508382272585693
0.24601399582382186 0.14469292910373077
0.25512825842752274 0.14420291074335911
0.26425808015923136 0.14360909130427313
0.2734018995064357 0.1429068213076128
0.28255796101226327 0.1420915009449082
0.29172433527249003 0.1411585897523648
0.30089888601829484 0.1401036211325368
0.31007929354799096 0.13892219999473376
0.3192630618276507 0.13761002763993388
0.3284474948110681 0.13616293891076806
0.3376296900158248 0.1345769191951596
0.34680654731424104 0.1328481116165751
0.3559747972194229 0.13097282094957002
0.365131033616075 0.1289475312016409
0.37427168919008436 0.1267689261790182
0.3833930586765531 0.12443388365128547
0.3924913215511668 0.1219394810355465
0.4015625352419403 0.11928300472710479
0.4106026587419119 0.11646194813523333
0.4196075428581912 0.11347402116175806
0.42857294311049926 0.11031715538331341
0.43749452102526815 0.10698951926768385
0.4463678566599938 0.1034895274978972
0.4551884471358983 0.09981584864038015
0.46395172880285945 0.09596738423206949
0.4726531010143809 0.09194326665281471
0.4812879285679217 0.08774287526184066
0.48985153808640264 0.08336585727487045
0.49833923595755036 0.07881210425727259
0.5067463402172095 0.07408173984486982
0.5150681785744824 0.06917511534140997
0.5233000843402625 0.06409280735754253
0.531437435297216 0.05883559366596569
0.5394756323829729 0.05340444529531729
0.5474100985668977 0.047800518065929054
0.5552362916329042 0.04202515548753172
0.5629497118476747 0.036079888386559844
0.5705458569628677 0.02996645019202726
0.5780200900844954 0.02368683088938206
0.5853677853394704 0.017243204765523323
0.5925843785137176 0.01063792281948267
0.5996653880950608 0.00387350945437942
0.6066064327028529 -0.0030473462458442957
0.6134032235481006 -0.010121788476573579
0.6200516035726688 -0.0173468010596185
0.6265475208075553 -0.024719192303016613
0.632887003834296 -0.032235609644035934
0.6390662084175625 -0.039892563853611285
0.6450814147728607 -0.04768642766786191
0.650929040979035 -0.05561344698715659
0.6566056588364207 -0.06366974474330095
0.6621079877489862 -0.07185133239412794
0.6674328942033614 -0.08015411035545622
0.6725774150306485 -0.08857387748502538
0.6775387903087708 -0.09710635192065747
0.6823144403577163 -0.10574717079714491
0.6869019489735488 -0.11449189835216517
0.6912990682324723 -0.12333603872771848
0.6955037291477029 -0.1322750378617985
0.6995140299043285 -0.1413042925907387
0.7033282194942775 -0.15041916147207235
0.7069447052310491 -0.15961497859248402
0.7103620483042267 -0.16888706401950582
0.7135789666349743 -0.17823074256985755
0.7165943099890391 -0.1876413451819933
0.7194070751556052 -0.19711420948389052
0.7220164041461232 -0.20664469373697064
0.7244215641219723 -0.2162281864678583
0.7266219324393481 -0.22586010667787818
0.728616990056894 -0.23553590642752553
0.7304063191387755 -0.24525108107822635
0.7319895536637643 -0.25500117824102025
0.7333663848998387 -0.2647817921789706
0.7345365552829339 -0.2745885548231059
0.7354998583290083 -0.28441714168361065
0.736256135733501 -0.2942632579843699
0.7368052684094243 -0.3041226387543274
0.7371471729095028 -0.3139910450848872
0.7372818094449823 -0.323864260219747
0.7372091871709856 -0.33373808591902965
0.736929360620262 -0.34360834743957236
0.7364424183635319 -0.35347089619062244
0.7357484806630128 -0.36332159532528974
0.7348477058631132 -0.3731563097483753
0.7337403073499584 -0.38297089940740114
0.7324265479913751 -0.3927612212199619
0.7309067419000107 -0.4025231229564468
0.7291812635860396 -0.4122524335491517
0.7272505702613579 -0.4219449597560623
0.725115178047685 -0.4315964785284582
0.7227756651551677 -0.4412027349126136
